timestamp,runLabel,lodGroup,symSplitMode,repackPerMesh,splitTargets,atlasRes,shellPad,borderPad,sourceLod,rendererName,meshGroupKey,lodIndex,isSourceLod,shellsMatched,shellsUnmatched,shellsTransform,shellsInterpolation,shellsMerged,shellsRejected,shellsOverlapFixed,dedupConflicts,fragmentsMerged,consistencyCorrected,verticesTransferred,verticesTotal,invertedCount,stretchedCount,zeroAreaCount,oobCount,cleanCount,overlapShellPairs,overlapTriangleCount,overlapSameSrcPairs,texelDensityBadCount,texelDensityMedian,symSplitFallbackCount,symSplitTotalCount,topologyIterations,topologyFixed,topologyCapHit,preRepackOverlaps,postRepackOverlaps,pipelineMs,repackMs,transferMs,validateMs
2026-04-19T12:48:38.3134033Z,sweep_res512_pad4_bdr0,Playground,LegacyFixed,1,1,512,4,0,0,Playground_LOD0,Playground,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,-1,-1,4971,56,4333,3
2026-04-19T12:48:38.3134033Z,sweep_res512_pad4_bdr0,Playground,LegacyFixed,1,1,512,4,0,0,Playground_LOD1,Playground,1,0,235,0,3,231,1,0,0,1,0,0,5664,5664,3797,34,0,0,3888,0,0,0,0,73.8916245,0,30,3,13,0,-1,-1,4971,56,4333,3
2026-04-19T12:48:38.3134033Z,sweep_res512_pad4_bdr0,Playground,LegacyFixed,1,1,512,4,0,0,Playground_LOD2,Playground,2,0,234,0,3,231,0,0,0,0,0,0,3466,3466,2035,15,4,0,1935,0,0,0,0,74.0327,0,30,5,15,1,-1,-1,4971,56,4333,3
2026-04-19T12:48:38.3134033Z,sweep_res512_pad4_bdr0,Playground,LegacyFixed,1,1,512,4,0,0,Playground_LOD3,Playground,3,0,142,0,5,137,0,0,0,0,0,0,947,947,331,27,7,0,363,0,0,0,4,77.8215256,0,30,4,17,0,-1,-1,4971,56,4333,3
